      1999 KW4           2020-May-26 17:32    00:25  62.4 0.1602 0.1593   24.64  < 1e-09  2.1e4  16.6   252      56  JPL#42  
      1999 JD6           2020-Jul-20 13:18    00:28  50.8 0.1304 0.1299   23.72  < 1e-09  3.5e4  16.7   209     158  JPL#42  
 8014 1990 MF            2020-Jul-23 23:09    00:01  21.3 0.0547 0.0547    7.64  < 1e-09  9.4e5  18.7    78*   2760  JPL#11  
 7753 1988 XB            2020-Nov-22 16:55 <  00:01  25.8 0.0662 0.0662   11.52  < 1e-09  1.1e5  18.6   246    3346  JPL#06  
      1999 JU3           2020-Dec-27        3/09:58  22.4 0.0577 0.0515    4.10  < 1e-09  9.3e2  19.2    48      54  JPL#19  
      1993 BX3           2021-Jan-17 08:44    00:16  18.4 0.0473 0.0473    3.60  < 1e-09  1.1e5  21.0    41    1890  JPL#05  
 5189 1990 UQ            2021-May-06 15:13    00:04  26.6 0.0682 0.0682   13.49  < 1e-09  1.8e5  17.3    37    2949  JPL#04  
      1994 PM            2021-Aug-08 07:45    00:13  74.4 0.1911 0.1909   31.55  < 1e-09  1.5e5  17.5    94     678  JPL#03  
 7822 1991 CS            2021-Aug-25 19:35 <  00:01  56.6 0.1454 0.1454   20.71  < 1e-09  3.8e5  17.4   204*   2383  JPL#08  
      1998 ST27          2021-Oct-06 23:31    10:26  73.3 0.1884 0.1835   13.89  < 1e-09  3.0e3  19.5    79      27  JPL#16  
 2340 Hathor             2021-Nov-01 01:58 <  00:01  62.5 0.1606 0.1606   10.01  < 1e-09  6.6e5  19.2    72    7739  JPL#10  
 3361 Orpheus            2021-Nov-21 19:20 <  00:01  15.0 0.0386 0.0386    8.14  < 1e-09  3.1e5  19.0    84    5908  JPL#04  
 4660 Nereus             2021-Dec-11 13:31    00:35  10.3 0.0263 0.0263    6.58  < 1e-09  2.9e4  18.2    32    5813  JPL#09  
 7482 1994 PC1           2022-Jan-18 21:51    00:01   5.2 0.0132 0.0132   19.55  < 1e-09  1.5e4  16.8   238*   8344  JPL#14  
      1996 FO3           2022-Jan-19        1/02:33  57.8 0.1485 0.1372    6.96  < 1e-09  5.3e3  20.5    36      89  JPL#01  
      1996 FG3           2022-May-03 21:52    00:02  30.5 0.0783 0.0783    8.96  < 1e-09  5.8e5  18.4   345    1065  JPL#05  
 7335 1989 JA            2022-May-27 14:26    00:01  10.5 0.0269 0.0269   13.12  < 1e-09  2.0e5  16.5   143*   2805  JPL#10  
 5693 1993 EA            2022-May-28 05:05 <  00:01  26.7 0.0686 0.0686   20.39  < 1e-09  2.5e5  17.0   154    5623  JPL#09  
      1998 HL3           2022-Jun-30        8/02:16  69.9 0.1797 0.1589    6.90  < 1e-09  5.0e3  20.0    61      36  JPL#04  
      1997 NC1           2022-Jul-04 23:46    00:56  42.9 0.1102 0.1097    8.83  < 1e-09  3.3e4  18.5   108     270  JPL#01  
      1994 AW1           2022-Jul-09 13:23    00:15  43.5 0.1118 0.1115   13.18  < 1e-09  4.8e4  17.5   179     269  JPL#06  
      1996 GT            2022-Oct-04        1/01:52  27.9 0.0717 0.0689    6.01  < 1e-09  1.2e4  18.5    26     720  JPL#02  
      1998 SS49          2022-Nov-21 17:46    05:57  54.9 0.1410 0.1370   21.35  < 1e-09  2.6e5  15.9   102     280  JPL#26  
      1990 HA            2022-Nov-25        5/12:45  34.0 0.0873 0.0718   19.20  < 1e-09  6.6e4  16.0    44     212  JPL#05  
      1993 VB            2023-Feb-22        2/18:51  18.8 0.0483 0.0246   11.22  < 1e-09  7.8e3  19.5    51     179  JPL#04  
      1999 RR28          2023-Apr-05        2/15:14  65.4 0.1681 0.1175   23.46  < 1e-09  1.8e3  18.6    86      39  JPL#25  
 4486 Mithra             2023-Apr-11 16:55    00:36  63.3 0.1627 0.1626   13.45  < 1e-09  1.8e5  15.6    64    9067  JPL#07  
      1998 BB10          2023-Jul-11        2/09:48  75.5 0.1941 0.1431   18.86  < 1e-09  1.2e4  20.5   104      52  JPL#04  
 4769 Castalia           2023-Aug-22 09:23    00:02  42.8 0.1100 0.1100   18.20  < 1e-09  5.1e5  16.9    98*   2179  JPL#19  
 6037 1988 EG            2023-Aug-23 08:19 <  00:01  15.8 0.0407 0.0407   14.25  < 1e-09  9.0e5  18.7   295*   3686  JPL#21  
      1998 HH49          2023-Oct-16 23:45    13:02   2.9 0.0074 0.0025   14.78  < 1e-09  3.6e3  21.5    15     171  JPL#04  
      1986 JK            2024-Jun-02 16:35    08:53  31.2 0.0802 0.0766   14.00  < 1e-09  8.5e4  19.0    90*    179  JPL#18  
      1998 ST27          2024-Oct-12 02:06    00:57   9.6 0.0247 0.0190   16.60  < 1e-09  1.3e3  19.5    79      27  JPL#16  
      1989 UQ            2024-Oct-15 16:01    00:02  60.7 0.1559 0.1559    6.05  < 1e-09  2.0e5  19.0   114    2596  JPL#03  
      1996 FG3           2024-Nov-25 16:28    00:03  70.1 0.1800 0.1800    6.12  < 1e-09  1.1e6  18.4   345    1065  JPL#05  
      1998 HE3           2025-Feb-03 11:02    02:05  48.1 0.1236 0.1225   16.16  < 1e-09  8.7e2  21.5   106      24  JPL#04  
 6239 Minos              2025-Feb-05 09:34 <  00:01  38.6 0.0991 0.0991   10.18  < 1e-09  2.1e5  17.9    57    5855  JPL#08  
      1999 CF9           2025-Mar-08 00:24    05:10  20.9 0.0536 0.0502   18.63  < 1e-09  1.8e5  17.9   224     214  JPL#41  
      1999 GS6           2025-Mar-26        1/05:39  49.1 0.1260 0.1048   11.26  < 1e-09  3.1e4  19.7    93      49  JPL#07  
 4034 1986 PA            2025-Apr-01 10:04 <  00:01  61.0 0.1568 0.1568   11.98  < 1e-09  3.1e5  18.1    96*   4754  JPL#07  
      1999 SO5           2025-Apr-03        1/10:06  30.6 0.0785 0.0387    7.56  < 1e-09  7.6e2  21.3    57      19  JPL#14  
      1996 JG            2025-Jun-05 13:04    01:36  65.7 0.1688 0.1681   15.16  < 1e-09  9.2e5  19.5   263*     20  JPL#11  
      1997 XR2           2025-Jun-10        3/20:30  34.5 0.0887 0.0652    5.18  < 1e-09  2.5e3  21.0   149      27  JPL#02  
      1991 VH            2025-Aug-02 03:26    00:01  30.4 0.0781 0.0781    8.67  < 1e-09  2.0e5  16.5   210    2326  JPL#02  
      1997 QK1           2025-Aug-21        2/09:16   7.8 0.0201 0.0199    9.85  < 1e-09  1.3e5  20.1   161     158  JPL#03  
 3361 Orpheus            2025-Nov-19 01:27 <  00:01  14.8 0.0379 0.0379    9.08  < 1e-09  3.0e5  19.0    84    5908  JPL#04  
 2340 Hathor             2026-Jan-17 11:24 <  00:01  40.6 0.1044 0.1044   13.91  < 1e-09  3.7e5  19.2    72    7739  JPL#10  
      1998 HE3           2026-May-10 11:19    04:12  29.2 0.0751 0.0698   10.79  < 1e-09  8.7e3  21.5   106      24  JPL#04  
      1997 NC1           2026-Jun-27 11:05    00:51   6.7 0.0172 0.0170    8.89  < 1e-09  3.3e4  18.5   108     270  JPL#01  
 1620 Geographos         2026-Aug-12 08:35 <  00:01  66.3 0.1704 0.1704    8.36  < 1e-09  1.4e6  15.6   965*  16994  JPL#65  
      1999 FA            2026-Sep-14        2/10:23  49.2 0.1265 0.1206    6.53  < 1e-09  4.3e5  20.6   161      69  JPL#27  
      1998 WT24          2026-Dec-24 08:11    02:21  40.8 0.1048 0.0842   12.31  < 1e-09  1.7e4  17.7    43      33  JPL#11  
 5693 1993 EA            2026-Dec-30 10:21 <  00:01  20.7 0.0531 0.0531   17.22  < 1e-09  4.0e4  17.0   154    5623  JPL#09  
      1999 JT6           2027-Feb-20        2/11:54  61.3 0.1576 0.1563   10.74  < 1e-09  4.1e4  16.2   141     193  JPL#26  
      1999 FA            2027-Mar-03 10:23    19:39  21.8 0.0560 0.0412    6.53  < 1e-09  1.5e4  20.6   161      69  JPL#27  
 4769 Castalia           2027-Apr-04 03:44    00:03  50.1 0.1288 0.1288   13.76  < 1e-09  3.8e5  16.9    98*   2179  JPL#19  
      1991 JW            2027-May-19 16:50    00:10  38.9 0.1000 0.0999    4.95  < 1e-09  2.4e5  19.3    29   15383  JPL#07  
 4953 1990 MU            2027-Jun-06 22:44    00:01  12.0 0.0308 0.0308   23.82  < 1e-09  1.0e5  14.1    81*   9142  JPL#14  
      1998 CS1           2027-Jul-19 04:38    16:48  28.8 0.0739 0.0643   15.88  < 1e-09  3.4e4  17.5    71     192  JPL#06  
      1990 OS            2027-Jul-28 19:32    17:29  56.0 0.1438 0.1334   14.17  < 1e-09  2.5e4  20.0    28*     13  JPL#07  
      1999 AN10          2027-Aug-07 07:10    00:01   1.0 0.0026 0.0026   26.28  < 1e-09  1.3e3  18.0   130   16267  JPL#41  
      1998 ST27          2027-Oct-09 10:55    03:45  58.3 0.1499 0.1455   21.20  < 1e-09  6.1e2  19.5    79      27  JPL#16  
 5011 Ptah               2027-Nov-03 23:56    00:03  74.4 0.1912 0.1911   17.44  < 1e-09  1.0e5  17.1    32   13427  JPL#08  
      1998 DV9           2028-Feb-17 16:53    01:32  24.6 0.0633 0.0630    8.14  < 1e-09  6.4e4  18.1   126     500  JPL#11  
11500 1989 UR            2028-Jun-11 19:20 <  00:01  34.6 0.0888 0.0888   12.37  < 1e-09  4.2e5  18.4   163    3588  JPL#18  
      1998 HL3           2028-Jun-26        7/07:08  66.0 0.1695 0.1449    6.83  < 1e-09  4.9e3  20.0    61      36  JPL#04  
      1998 ML14          2028-Jul-22 13:10    00:16  61.1 0.1570 0.1568   16.91  < 1e-09  7.0e5  17.6   248*    214  JPL#53  
 9856 1991 EE            2028-Sep-10 00:22    00:06  37.6 0.0967 0.0967   17.97  < 1e-09  4.6e5  17.5   101*   2833  JPL#20  
      1997 XF11          2028-Oct-26 06:17    00:26   2.5 0.0064 0.0062   13.91  < 1e-09  2.1e2  17.0   147    2923  JPL#21  
      1991 JW            2028-Nov-30 20:44    00:01  52.3 0.1345 0.1345    8.83  < 1e-09  9.1e4  19.3    29   15383  JPL#07  
 7753 1988 XB            2029-Jul-09 23:02 <  00:01  44.7 0.1148 0.1148   10.29  < 1e-09  2.9e5  18.6   246    3346  JPL#06  
 3361 Orpheus            2029-Nov-14 21:39 <  00:01  32.8 0.0842 0.0842   10.92  < 1e-09  2.7e5  19.0    84    5908  JPL#04  
      1998 WT24          2029-Nov-27        3/11:30  19.1 0.0490 0.0468    8.48  < 1e-09  7.1e3  17.7    43      33  JPL#11  
 5011 Ptah               2030-Feb-11 12:06    00:23  67.7 0.1741 0.1741    9.69  < 1e-09  2.6e5  17.1    32   13427  JPL#08  
      1998 HE3           2030-Feb-15 11:06    03:19  75.1 0.1929 0.1926    9.29  < 1e-09  1.0e3  21.5   106      24  JPL#04  
      1997 NC1           2030-Jun-23 21:02    00:57  51.7 0.1329 0.1288   10.70  < 1e-09  3.8e4  18.5   108     270  JPL#01  
      1996 RG3           2030-Nov-02        1/06:36  24.7 0.0635 0.0580   13.17  < 1e-09  1.3e5  18.5    97     245  JPL#02  
      1998 SS49          2030-Nov-22 20:53    07:12  48.6 0.1250 0.1206   20.75  < 1e-09  2.6e5  15.9   102     280  JPL#26  
      1998 BB10          2031-Jan-03        2/09:56  59.1 0.1519 0.1086    9.91  < 1e-09  2.6e4  20.5   104      52  JPL#04  
 4660 Nereus             2031-Mar-02 07:48    00:12  44.8 0.1150 0.1149    9.77  < 1e-09  6.4e3  18.2    32    5813  JPL#09  
      1999 FN53          2031-May-18 06:56    06:20  33.3 0.0854 0.0842   13.69  < 1e-09  2.7e6  18.4   124*    190  JPL#36  
 6239 Minos              2031-Aug-09 13:36 <  00:01  50.3 0.1294 0.1294    9.20  < 1e-09  3.4e5  17.9    57    5855  JPL#08  
      1989 UQ            2031-Oct-12 15:29    00:01  61.8 0.1588 0.1588    6.11  < 1e-09  1.9e5  19.0   114    2596  JPL#03  
 5693 1993 EA            2032-Jun-03 05:08 <  00:01  35.6 0.0914 0.0914   16.44  < 1e-09  2.7e5  17.0   154    5623  JPL#09  
 4450 Pan                2032-Sep-03 17:40 <  00:01  24.5 0.0629 0.0629   19.75  < 1e-09  1.4e5  17.2   104    3355  JPL#03  
      1999 GS6           2032-Sep-13 21:23    21:44  38.8 0.0996 0.0816   12.03  < 1e-09  1.1e4  19.7    93      49  JPL#07  
 1981 Midas              2032-Sep-14 14:57 <  00:01  33.6 0.0864 0.0863   26.42  < 1e-09  1.6e5  15.5    95*   9534  JPL#15  
      1999 GK4           2032-Sep-22 21:13    00:01  72.4 0.1860 0.1860   13.79  < 1e-09  4.2e4  16.1   260   16194  JPL#30  
 2340 Hathor             2033-Jan-13 13:47 <  00:01  77.7 0.1997 0.1997   18.51  < 1e-09  3.9e5  19.2    72    7739  JPL#10  
      1998 HD14          2033-Apr-05 07:45    00:14  25.1 0.0645 0.0641    8.23  < 1e-09  1.2e5  21.0    55     392  JPL#05  
      1999 BJ8           2033-Apr-19        6/01:37  71.1 0.1827 0.1804   11.04  < 1e-09  8.2e5  18.0   255     218  JPL#22  
 8566 1996 EN            2033-Sep-08 14:41    00:01  11.8 0.0303 0.0303   23.36  < 1e-09  1.4e5  16.5   294    5716  JPL#06  
 3361 Orpheus            2033-Nov-10 01:27 <  00:01  64.6 0.1659 0.1659   13.50  < 1e-09  2.6e5  19.0    84    5908  JPL#04  
      1998 WZ1           2033-Dec-15        3/19:30  47.0 0.1207 0.0943   11.67  < 1e-09  3.4e5  19.9    49     188  JPL#16  
      1999 JU3           2033-Dec-20 21:32    08:59  18.2 0.0468 0.0460    4.08  < 1e-09  6.3e2  19.2    48      54  JPL#19  
      1991 AQ            2034-Jan-21 07:45    00:02  32.8 0.0842 0.0842   27.12  < 1e-09  6.4e5  17.0    88*   1359  JPL#04  
 4450 Pan                2034-Feb-15 08:33 <  00:01  25.3 0.0649 0.0649   20.23  < 1e-09  7.8e4  17.2   104    3355  JPL#03  
 5604 1992 FE            2034-Feb-28 17:42    00:43  51.1 0.1313 0.1304   15.90  < 1e-09  6.0e4  16.4    48    6907  JPL#06  
      1999 SO5           2034-Apr-14 23:06    09:10  76.3 0.1961 0.1785    8.79  < 1e-09  5.3e1  21.3    57      19  JPL#14  
      1999 KW4           2034-Jun-02 17:15    00:56  76.4 0.1964 0.1957   19.87  < 1e-09  1.1e5  16.6   252      56  JPL#42  
      1999 AN10          2034-Jul-30 16:51    03:05  69.7 0.1792 0.1759   23.10  < 1e-09  2.0e4  18.0   130   16267  JPL#41  
      1997 BR            2034-Aug-02 17:17 <  00:01  66.1 0.1698 0.1698   14.97  < 1e-09  4.3e5  17.5   421*   6481  JPL#05  
 2061 Anza               2035-Sep-27 14:05    00:02  20.9 0.0537 0.0537    6.66  < 1e-09  1.8e5  16.6    55   13347  JPL#01  
 2101 Adonis             2036-Feb-07 06:09 <  00:01  13.9 0.0357 0.0357   23.77  < 1e-09  1.2e5  18.7    57*  21572  JPL#12  
 5604 1992 FE            2036-Jun-22 11:35    00:19  26.1 0.0670 0.0664   10.96  < 1e-09  9.3e4  16.4    48    6907  JPL#06  
 4486 Mithra             2036-Jul-26 06:27    00:45  60.6 0.1557 0.1556   13.45  < 1e-09  1.0e5  15.6    64    9067  JPL#07  
 7753 1988 XB            2036-Nov-20 17:54 <  00:01  32.7 0.0839 0.0839   11.00  < 1e-09  1.1e5  18.6   246    3346  JPL#06  
 5693 1993 EA            2037-Jan-04 23:06 <  00:01  31.8 0.0817 0.0817   21.25  < 1e-09  2.5e5  17.0   154    5623  JPL#09  
      1999 RQ36          2037-Feb-11 13:16    00:21  38.4 0.0986 0.0983    7.53  < 1e-09  6.1e5  21.0   167*     20  JPL#31  
 4034 1986 PA            2037-Mar-28 10:33 <  00:01  69.9 0.1796 0.1796   11.15  < 1e-09  3.3e5  18.1    96*   4754  JPL#07  
11500 1989 UR            2037-May-30 21:18    00:01  51.5 0.1323 0.1323    9.37  < 1e-09  3.3e5  18.4   163    3588  JPL#18  
      1991 AQ            2037-Aug-19 17:21    00:01  32.6 0.0837 0.0837   27.14  < 1e-09  6.4e4  17.0    88*   1359  JPL#04  
 2340 Hathor             2038-Oct-23 08:52 <  00:01  44.2 0.1137 0.1136   16.74  < 1e-09  1.2e5  19.2    72    7739  JPL#10  
 2102 Tantalus           2038-Dec-27 07:34 <  00:01  17.3 0.0444 0.0444   33.43  < 1e-09  2.4e5  16.2   190    8265  JPL#16  
 4015 Wilson-Harrington  2039-Oct-31 09:05 <  00:01  42.1 0.1083 0.1083   12.13  < 1e-09  2.4e5  16.0   139   17573  JPL#19  
 1620 Geographos         2040-Mar-12 10:58 <  00:01  44.2 0.1136 0.1136   13.74  < 1e-09  2.0e6  15.6   965*  16994  JPL#65  
 7822 1991 CS            2040-Sep-01 09:15 <  00:01  24.9 0.0641 0.0641   19.12  < 1e-09  3.8e5  17.4   204*   2383  JPL#08  
      1990 OS            2040-Sep-03        5/20:57  30.6 0.0787 0.0696    8.15  < 1e-09  2.5e4  20.0    28*     13  JPL#07  
 2201 Oljato             2040-Dec-16 12:57    00:01  38.9 0.0999 0.0999   23.28  < 1e-09  5.5e4  15.2   141*  24684  JPL#17  
 6239 Minos              2041-Feb-04 09:24 <  00:01  34.7 0.0891 0.0891   10.44  < 1e-09  1.9e5  17.9    57    5855  JPL#08  
 7822 1991 CS            2041-Feb-22 16:02 <  00:01  66.3 0.1704 0.1704   18.62  < 1e-09  2.9e6  17.4   204*   2383  JPL#08  
 6037 1988 EG            2041-Feb-27 21:37 <  00:01   9.5 0.0244 0.0244   15.02  < 1e-09  2.4e6  18.7   295*   3686  JPL#21  
      1996 JG            2042-May-18 20:09    05:28  42.6 0.1094 0.1050   23.23  < 1e-09  1.2e6  19.5   263*     20  JPL#11  
      1999 RQ36          2043-Feb-09 18:33    00:22  37.7 0.0968 0.0965    4.30  < 1e-09  8.5e5  21.0   167*     20  JPL#31  
 5604 1992 FE            2043-Feb-24 09:51    00:13  21.6 0.0555 0.0541   10.76  < 1e-09  7.3e4  16.4    48    6907  JPL#06  
 1566 Icarus             2043-Jun-13 16:57 <  00:01  22.8 0.0586 0.0586   27.71  < 1e-09  1.1e6  16.4   579*  17174  JPL#29  
 2101 Adonis             2043-Jul-16 04:34 <  00:01  58.1 0.1492 0.1492   20.41  < 1e-09  2.4e5  18.7    57*  21572  JPL#12  
 4581 Asclepius          2043-Aug-16 00:43    00:47  52.1 0.1338 0.1331   14.29  < 1e-09  6.6e4  20.4    34     444  JPL#04  
 2201 Oljato             2044-May-30 11:56    00:02  50.2 0.1289 0.1289   16.52  < 1e-09  3.9e4  15.2   141*  24684  JPL#17  
 4581 Asclepius          2044-Aug-24 03:55    00:42  34.6 0.0889 0.0881    8.50  < 1e-09  7.1e4  20.4    34     444  JPL#04  
 3362 Khufu              2044-Aug-24 23:21    00:01  43.5 0.1117 0.1117   18.44  < 1e-09  7.5e4  18.3   153    5216  JPL#06  
11500 1989 UR            2044-Nov-28 12:50 <  00:01  52.3 0.1343 0.1343    8.55  < 1e-09  4.4e5  18.4   163    3588  JPL#18  
 5604 1992 FE            2045-Jun-17 19:36    01:38  54.9 0.1410 0.1392   15.89  < 1e-09  7.9e4  16.4    48    6907  JPL#06  
 7753 1988 XB            2045-Jul-06 02:08    00:01  34.4 0.0883 0.0883   11.01  < 1e-09  2.0e5  18.6   246    3346  JPL#06  
 3362 Khufu              2045-Aug-22 01:37    00:01   8.2 0.0211 0.0211   15.72  < 1e-09  8.2e4  18.3   153    5216  JPL#06  
 2340 Hathor             2045-Oct-21 08:10 <  00:01   9.4 0.0242 0.0242   12.59  < 1e-09  1.1e5  19.2    72    7739  JPL#10  
 6489 Golevka            2046-May-14 05:26 <  00:01  19.8 0.0508 0.0508   13.41  < 1e-09  1.3e6  19.2   686*   3021  JPL#54  
 3362 Khufu              2046-Aug-20 07:39 <  00:01  27.5 0.0708 0.0707   13.32  < 1e-09  9.3e4  18.3   153    5216  JPL#06  
 4769 Castalia           2046-Aug-26 19:48    00:01   9.8 0.0251 0.0251   14.72  < 1e-09  7.9e5  16.9    98*   2179  JPL#19  
 5189 1990 UQ            2046-Oct-01 09:10    00:04  42.5 0.1091 0.1091   15.68  < 1e-09  9.5e4  17.3    37    2949  JPL#04  
 1862 Apollo             2046-Nov-13 04:49 <  00:01  13.7 0.0353 0.0353   17.98  < 1e-09  1.0e6  16.2   246*  24876  JPL#35  
      1999 FN53          2047-May-27 18:13    10:11  53.3 0.1369 0.1344   13.78  < 1e-09  1.1e6  18.4   124*    190  JPL#36  
 3362 Khufu              2047-Aug-20 22:28    00:01  61.2 0.1572 0.1572   11.26  < 1e-09  1.3e5  18.3   153    5216  JPL#06  
 1862 Apollo             2048-May-13 23:57 <  00:01  19.4 0.0498 0.0498   16.15  < 1e-09  6.1e5  16.2   246*  24876  JPL#35  
 5189 1990 UQ            2048-Jul-30 23:00    00:22  77.8 0.1999 0.1999   10.93  < 1e-09  5.7e5  17.3    37    2949  JPL#04  
      1999 RQ36          2048-Nov-14 18:29    07:29  46.8 0.1204 0.1202    4.66  < 1e-09  1.1e6  21.0   167*     20  JPL#31  
      1999 RQ36          2049-Mar-07 20:57    05:30  71.3 0.1831 0.1828    4.48  < 1e-09  1.3e6  21.0   167*     20  JPL#31  
 4953 1990 MU            2049-Nov-24 11:52    00:09  47.8 0.1227 0.1227   25.43  < 1e-09  2.7e5  14.1    81*   9142  JPL#14  
      1996 JG            2049-Nov-26 03:49    07:54  21.0 0.0540 0.0481   21.65  < 1e-09  2.5e5  19.5   263*     20  JPL#11  
 2340 Hathor             2050-Jan-13 12:58 <  00:01  56.1 0.1441 0.1441   10.29  < 1e-09  3.6e5  19.2    72    7739  JPL#10  
 4581 Asclepius          2050-Mar-30 20:23    03:42  74.0 0.1901 0.1894    6.49  < 1e-09  1.1e5  20.4    34     444  JPL#04  
 4769 Castalia           2050-Apr-11 02:16    00:01  60.6 0.1558 0.1558   17.79  < 1e-09  3.6e5  16.9    98*   2179  JPL#19  
 5189 1990 UQ            2050-May-14 23:52    00:07  31.4 0.0806 0.0805   11.28  < 1e-09  1.9e5  17.3    37    2949  JPL#04  
 8014 1990 MF            2050-Aug-31 22:29    00:05  23.5 0.0604 0.0603    7.57  < 1e-09  9.9e4  18.7    78*   2760  JPL#11  
 5011 Ptah               2050-Nov-10 16:50    00:05  41.1 0.1057 0.1057   14.13  < 1e-09  1.2e5  17.1    32   13427  JPL#08  
 4660 Nereus             2050-Nov-25 02:37    00:07  60.3 0.1549 0.1548   10.94  < 1e-09  2.8e4  18.2    32    5813  JPL#09  
 3200 Phaethon           2050-Dec-11 19:45 <  00:01  32.1 0.0826 0.0825   36.24  < 1e-09  1.1e5  14.6   369    5776  JPL#13  
 4581 Asclepius          2051-Mar-24 08:01    00:45   4.7 0.0120 0.0112   11.04  < 1e-09  2.1e4  20.4    34     444  JPL#04  
 4183 Cuno               2051-Jun-09 12:48 <  00:01  76.0 0.1953 0.1953   22.12  < 1e-09  3.2e5  14.4   173   14674  JPL#11  
      1997 BR            2051-Jul-23 14:35 <  00:01  11.3 0.0291 0.0291   12.08  < 1e-09  2.3e5  17.5   421*   6481  JPL#05  
 1620 Geographos         2051-Aug-23 03:35 <  00:01  18.6 0.0479 0.0479   11.01  < 1e-09  5.4e6  15.6   965*  16994  JPL#65  
 2340 Hathor             2052-Nov-02 13:42 <  00:01  66.0 0.1697 0.1697    9.98  < 1e-09  4.3e5  19.2    72    7739  JPL#10  
 7753 1988 XB            2052-Nov-16 12:33    00:01  44.3 0.1138 0.1138   10.24  < 1e-09  1.2e5  18.6   246    3346  JPL#06  
 5011 Ptah               2053-Mar-09 12:48    00:14  37.6 0.0967 0.0966   10.07  < 1e-09  1.0e4  17.1    32   13427  JPL#08  
      1990 OS            2053-Nov-17        1/22:23   8.9 0.0230 0.0172   10.26  < 1e-09  1.3e4  20.0    28*     13  JPL#07  
11500 1989 UR            2053-Nov-26 22:17 <  00:01  13.7 0.0351 0.0351   11.68  < 1e-09  3.9e5  18.4   163    3588  JPL#18  
 4183 Cuno               2053-Dec-22 18:44 <  00:01  59.8 0.1537 0.1537   21.57  < 1e-09  1.3e5  14.4   173   14674  JPL#11  
      1999 RQ36          2054-Sep-29 23:53    02:02  15.2 0.0391 0.0386    5.10  < 1e-09  2.3e5  21.0   167*     20  JPL#31  
 7335 1989 JA            2055-Jun-23 01:46    00:21  72.1 0.1852 0.1851   10.62  < 1e-09  5.5e5  16.5   143*   2805  JPL#10  
 6037 1988 EG            2056-Aug-24 19:45    00:02  24.9 0.0640 0.0640   13.30  < 1e-09  9.6e5  18.7   295*   3686  JPL#21  
 2201 Oljato             2056-Dec-14 21:02 <  00:01  46.0 0.1182 0.1181   24.07  < 1e-09  8.3e4  15.2   141*  24684  JPL#17  
 2340 Hathor             2057-Jan-16 13:45 <  00:01  46.8 0.1203 0.1203   15.07  < 1e-09  3.3e5  19.2    72    7739  JPL#10  
 4769 Castalia           2057-Aug-19 19:51    00:02  64.2 0.1649 0.1648   19.84  < 1e-09  4.3e5  16.9    98*   2179  JPL#19  
 7482 1994 PC1           2058-Jan-25 08:46    00:40  58.3 0.1497 0.1491   18.58  < 1e-09  2.0e5  16.8   238*   8344  JPL#14  
 4953 1990 MU            2058-Jun-05 10:21    00:10   9.0 0.0231 0.0230   23.12  < 1e-09  8.6e4  14.1    81*   9142  JPL#14  
 4450 Pan                2058-Sep-05 10:51 <  00:01  30.5 0.0785 0.0785   20.33  < 1e-09  1.4e5  17.2   104    3355  JPL#03  
 1981 Midas              2058-Sep-23 08:00 <  00:01  46.7 0.1199 0.1199   30.66  < 1e-09  2.0e5  15.5    95*   9534  JPL#15  
 4486 Mithra             2059-Apr-01 18:30    01:01  40.2 0.1032 0.1029   14.85  < 1e-09  1.3e5  15.6    64    9067  JPL#07  
 4660 Nereus             2060-Feb-14 07:23    00:46   3.1 0.0081 0.0080    6.33  < 1e-09  2.3e4  18.2    32    5813  JPL#09  
 4450 Pan                2060-Feb-17 20:06 <  00:01  14.4 0.0369 0.0369   19.16  < 1e-09  8.1e4  17.2   104    3355  JPL#03  
 5604 1992 FE            2060-Feb-28 21:29    03:40  47.1 0.1211 0.1169   15.56  < 1e-09  6.0e4  16.4    48    6907  JPL#06  
 2201 Oljato             2060-May-23 09:49 <  00:01  74.8 0.1922 0.1922   14.89  < 1e-09  3.9e5  15.2   141*  24684  JPL#17  
      1999 RQ36          2060-Sep-23 01:20    01:26   1.8 0.0048 0.0043    6.18  < 1e-09  1.4e5  21.0   167*     20  JPL#31  
 3200 Phaethon           2060-Dec-18 11:33 <  00:01  43.3 0.1111 0.1111   30.65  < 1e-09  1.1e5  14.6   369    5776  JPL#13  
 2102 Tantalus           2060-Dec-23 07:04 <  00:01  38.6 0.0991 0.0991   34.28  < 1e-09  2.4e5  16.2   190    8265  JPL#16  
 4769 Castalia           2061-Apr-01 16:45    00:03  56.3 0.1447 0.1446   12.73  < 1e-09  3.9e5  16.9    98*   2179  JPL#19  
 2101 Adonis             2061-Jul-01 20:15 <  00:01  48.3 0.1242 0.1242   28.39  < 1e-09  2.8e5  18.7    57*  21572  JPL#12  
 7753 1988 XB            2061-Jul-03 07:09 <  00:01  24.7 0.0633 0.0633   11.72  < 1e-09  2.0e5  18.6   246    3346  JPL#06  
 2135 Aristaeus          2062-Mar-26 01:55    00:21  33.1 0.0850 0.0847   15.96  < 1e-09  5.1e3  17.9    18    4880  JPL#03  
 1566 Icarus             2062-Jun-18 01:10 <  00:01  32.5 0.0834 0.0834   31.27  < 1e-09  1.2e6  16.4   579*  17174  JPL#29  
 5604 1992 FE            2062-Jun-22 13:40    02:01  22.5 0.0577 0.0566   11.55  < 1e-09  8.9e4  16.4    48    6907  JPL#06  
